FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
39,828,2018-07-12 02:02:00,-121.939449,38.1113,0,0,0,0,SIMP02,26,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,2,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Medium,2-5m,"E160623EMostly dead Phragmites, some Typha",Field Checked (post map),Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA00002,5.140610218,2.080329895,1510.143278,20800.9097
40,946,2018-07-21 02:00:00,-121.939733,38.111483,0,0,0,0,SIMP02,25,0,0,0,0,0,4100,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,2,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Medium,2-5m,"E160623EMostly dead Phragmites, some Typha",Field Checked (post map),Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA00002,5.140610218,2.080329895,1510.143278,20800.9097
41,991,2018-07-25 00:00:00,-121.939933,38.110716,0,0,0,0,SIMP02,31,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,2,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Medium,2-5m,"E160623EMostly dead Phragmites, some Typha",Field Checked (post map),Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA00002,5.140610218,2.080329895,1510.143278,20800.9097
42,461,2018-06-18 00:08:00,-121.942749,38.1138,0,0,0,0,SIMP02,27,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,3,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,10-25%,Not evident,0.5-1m,E160623D,Field Checked (post map),Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00003,5.624509811,2.276160002,1631.768194,22758.99016
43,471,2018-06-18 17:00:00,-121.943999,38.115666,0,0,0,0,SIMP02,21,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,3,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,10-25%,Not evident,0.5-1m,E160623D,Field Checked (post map),Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00003,5.624509811,2.276160002,1631.768194,22758.99016
44,610,2018-06-27 23:00:00,-121.942533,38.113766,0,0,0,0,SIMP02,28,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,3,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,10-25%,Not evident,0.5-1m,E160623D,Field Checked (post map),Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00003,5.624509811,2.276160002,1631.768194,22758.99016
45,1738,2018-10-19 21:00:00,-121.943033,38.11395,0,0,0,0,SIMP02,27,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,3,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,10-25%,Not evident,0.5-1m,E160623D,Field Checked (post map),Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00003,5.624509811,2.276160002,1631.768194,22758.99016
46,280,2018-06-06 14:00:00,-121.938449,38.119732,0,0,0,0,SIMP02,15,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,206,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00206,3.179579973,1.286730051,758.0008154,12865.87759
47,551,2018-06-24 15:00:00,-121.937699,38.119016,0,0,0,0,SIMP02,20,0,0,0,0,0,4100,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,206,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00206,3.179579973,1.286730051,758.0008154,12865.87759
48,1938,2018-11-11 16:00:00,-121.90005,38.1112,0,0,0,0,SIMP02,30,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,335,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA00335,1.350720048,0.546616018,564.6618581,5465.536551
49,807,2018-07-10 18:00:00,-121.901566,38.120149,0,0,0,0,SIMP02,35,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,342,Rosa californica,Association,Rosa californica Association,2122201,Rosa californica Association,604,50-75%,Not evident,1-2m,ZOE1506021332,Reconnaissance,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , ,Y,63.907.02,Rosa californica,Southwestern North American riparian/wash scrub,"Southwestern North American Riparian, Flooded and Swamp Forest",SUMA00342,1.907299995,0.771857977,2483.352238,7717.742023
50,1743,2018-10-20 15:00:00,-121.905366,38.116283,0,0,0,0,SIMP02,17,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,346,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA00346,5.893260002,2.384919882,1064.819649,23846.48383
51,1813,2018-10-28 15:00:00,-121.897466,38.112966,0,0,0,0,SIMP02,16,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,351,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,25-50%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00351,3.743829966,1.515079975,904.4812667,15149.01736
52,1814,2018-10-28 16:00:00,-121.898166,38.11285,0,0,0,0,SIMP02,41,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,351,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,25-50%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA00351,3.743829966,1.515079975,904.4812667,15149.01736
53,162,2018-05-30 13:00:00,-121.935983,38.118449,0,0,0,0,SIMP02,11,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
54,243,2018-06-04 04:00:00,-121.934083,38.117432,0,0,0,0,SIMP02,20,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
55,244,2018-06-04 12:00:00,-121.934133,38.117332,0,0,0,0,SIMP02,20,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
56,354,2018-06-11 04:00:00,-121.933866,38.117232,0,0,0,0,SIMP02,17,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
57,388,2018-06-13 04:00:00,-121.933866,38.117249,0,0,0,0,SIMP02,21,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
58,418,2018-06-15 04:00:00,-121.933899,38.117132,0,0,0,0,SIMP02,17,0,0,0,0,0,3990,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
59,431,2018-06-16 04:00:00,-121.934033,38.117432,0,0,0,0,SIMP02,15,0,0,0,0,0,3970,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
60,448,2018-06-17 04:00:00,-121.933883,38.117266,0,0,0,0,SIMP02,13,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
61,449,2018-06-17 12:02:00,-121.933899,38.117249,0,0,0,0,SIMP02,16,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
62,465,2018-06-18 04:03:00,-121.933833,38.117249,0,0,0,0,SIMP02,16,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
63,482,2018-06-19 04:00:00,-121.933949,38.117249,0,0,0,0,SIMP02,19,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
64,499,2018-06-20 04:00:00,-121.933999,38.117282,0,0,0,0,SIMP02,18,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
65,513,2018-06-22 04:00:00,-121.934099,38.117682,0,0,0,0,SIMP02,20,0,0,0,0,0,3860,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
66,514,2018-06-22 12:00:00,-121.933983,38.116866,0,0,0,0,SIMP02,16,0,0,0,0,0,3860,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
67,564,2018-06-25 04:00:00,-121.933899,38.117266,0,0,0,0,SIMP02,17,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
68,581,2018-06-26 04:00:00,-121.933916,38.117249,0,0,0,0,SIMP02,18,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,826,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA00826,3.364759922,1.361670017,955.3454741,13615.1937
